eventid,iyear,imonth,month_txt,iday,date,country_txt,region_txt,provstate,city,latitude,longitude,multiple,success,suicide,suicide_txt,attacktype1_txt,targtype1_txt,target1,weaptype1_txt,nkill
2.02E+11,2017,6,Jun,18,18/06/2017,Nigeria,Sub-Saharan Africa,Borno,Gumsuri,11.083785,12.849184,0,1,0,No,Armed Assault,Private Citizens & Property,Village,Firearms,17
2.02E+11,2017,6,Jun,18,18/06/2017,Iraq,Middle East & North Africa,Saladin,Tuz Khormato,34.881348,44.62513,0,1,1,Yes,Bombing/Explosion,Military,Sidiq Air Base,Explosives,4
2.02E+11,2017,6,Jun,18,18/06/2017,Pakistan,South Asia,Balochistan,Wadh,27.342552,66.36792,0,1,0,No,Bombing/Explosion,Private Citizens & Property,House of Party Leader: Sardar Akhtar Mengal,Explosives,0
2.02E+11,2017,6,Jun,18,18/06/2017,Egypt,Middle East & North Africa,Cairo,Cairo,30.084629,31.334314,0,1,0,No,Bombing/Explosion,Police,Vehicle,Explosives,2
2.02E+11,2017,6,Jun,18,18/06/2017,Bahrain,Middle East & North Africa,Northern,Diraz,26.21912,50.464478,0,1,0,No,Bombing/Explosion,Police,Officers,Explosives,1
2.02E+11,2017,6,Jun,18,18/06/2017,Mali,Sub-Saharan Africa,Koulikoro,Dougourakoro,12.616126,-7.864071,0,1,0,No,Hostage Taking (Barricade Incident),Business,Resort,Firearms,9
2.02E+11,2017,6,Jun,18,18/06/2017,Afghanistan,South Asia,Kabul,Kabul,34.516895,69.147011,0,1,0,No,Hostage Taking (Kidnapping),Government (Diplomatic),Kenyan Advisor,Firearms,
2.02E+11,2017,6,Jun,18,18/06/2017,Iraq,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,0,1,0,No,Bombing/Explosion,Police,Officers,Explosives,7
2.02E+11,2017,6,Jun,18,18/06/2017,Iraq,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,0,0,1,Yes,Bombing/Explosion,Police,Officers,Explosives,1
2.02E+11,2017,6,Jun,18,18/06/2017,Somalia,Sub-Saharan Africa,Banaadir,Mogadishu,2.059819,45.326115,0,1,0,No,Armed Assault,Government (General),Tax Officers,Firearms,2
2.02E+11,2017,6,Jun,18,18/06/2017,Afghanistan,South Asia,Paktia,Gardez,33.598633,69.228996,0,1,1,Yes,Bombing/Explosion,Police,Headquarters,Explosives,12
2.02E+11,2017,6,Jun,18,18/06/2017,Philippines,Southeast Asia,Iloilo,Maasin district,10.88,122.43,0,1,0,No,Hostage Taking (Barricade Incident),Police,Police Station,Firearms,0
2.02E+11,2017,6,Jun,18,18/06/2017,Nepal,South Asia,Province 5,Gajehada,27.670492,83.171091,0,1,0,No,Bombing/Explosion,Violent Political Party,Candidates,Explosives,0
2.02E+11,2017,6,Jun,18,18/06/2017,India,South Asia,Jammu and Kashmir,Bijbehara,33.789497,75.103386,0,0,0,No,Armed Assault,Military,Convoy,Firearms,0
2.02E+11,2017,6,Jun,18,18/06/2017,Philippines,Southeast Asia,Quezon,Tuhian,13.6222,122.2178,1,1,0,No,Facility/Infrastructure Attack,Telecommunication,Cell Site Generators,Firearms,0
2.02E+11,2017,6,Jun,18,18/06/2017,Philippines,Southeast Asia,Quezon,Ajos,13.545925,122.372556,1,1,0,No,Bombing/Explosion,Military,85th Infantry Battalion Vehicle,Explosives,0
2.02E+11,2017,6,Jun,18,18/06/2017,Philippines,Southeast Asia,Compostela Valley,Kidawa,7.83,125.82,0,0,0,No,Bombing/Explosion,Unknown,Unknown,Explosives,0
2.02E+11,2017,6,Jun,18,18/06/2017,Philippines,Southeast Asia,Davao del Sur,Pagan Pequino,7.246699,125.383535,0,0,0,No,Armed Assault,Military,3rd Infantry Battalion Soldiers,Firearms,0
2.02E+11,2017,6,Jun,18,18/06/2017,Philippines,Southeast Asia,Davao Occidental,Marabatuan,5.904939,125.567551,0,0,0,No,Armed Assault,Military,73rd Infantry Battalion Patrol,Firearms,0
2.02E+11,2017,6,Jun,18,18/06/2017,Thailand,Southeast Asia,Yala,Kabang district,6.33141,101.022226,0,1,0,No,Assassination,Government (General),Village Headman: Sinong Abiding Yala,Firearms,1
2.02E+11,2017,6,Jun,18,18/06/2017,Afghanistan,South Asia,Faryab,Tash Qala,36.032814,65.017921,0,1,0,No,Assassination,Private Citizens & Property,Tribal Elder: Haji Murad,Firearms,1
2.02E+11,2017,6,Jun,18,18/06/2017,Nepal,South Asia,Province 1,Khejenim,27.458241,87.698314,0,1,0,No,Hostage Taking (Kidnapping),Violent Political Party,Ward Member Candidate: Man Kumar Patangwa,Unknown,
2.02E+11,2017,6,Jun,18,18/06/2017,Democratic Republic of the Congo,Sub-Saharan Africa,North Kivu,Beni,0.371574,29.59909,0,1,0,No,Armed Assault,Government (Diplomatic),Nepalese Peacekeepers,Firearms,5
2.02E+11,2017,6,Jun,18,18/06/2017,India,South Asia,West Bengal,Goiribus,27.052627,88.466708,0,1,0,No,Facility/Infrastructure Attack,Police,Post,Incendiary,0
2.02E+11,2017,6,Jun,18,18/06/2017,Afghanistan,South Asia,Herat,Pashtun Zarghun district,34.278633,62.615268,0,1,0,No,Hostage Taking (Kidnapping),Educational Institution,Supervisor: Basheer Ahmad,Unknown,
2.02E+11,2017,6,Jun,18,18/06/2017,Yemen,Middle East & North Africa,Taizz,Taizz,13.586484,44.024105,0,1,0,No,Bombing/Explosion,Private Citizens & Property,City,Explosives,1
2.02E+11,2017,6,Jun,18,18/06/2017,Yemen,Middle East & North Africa,Taizz,Taizz,13.586484,44.024105,0,1,0,No,Armed Assault,Private Citizens & Property,Civilian,Firearms,1
2.02E+11,2017,6,Jun,18,18/06/2017,India,South Asia,Chhattisgarh,Malewahi,19.196192,81.412788,0,1,0,No,Facility/Infrastructure Attack,Business,Road Maintenance Site,Incendiary,0
2.02E+11,2017,6,Jun,18,18/06/2017,Iraq,Middle East & North Africa,Saladin,Mazrah,34.884941,43.492664,0,1,0,No,Bombing/Explosion,Private Citizens & Property,Village,Explosives,1
2.02E+11,2017,6,Jun,19,19/06/2017,United Kingdom,Western Europe,England,London,51.504387,-0.140041,0,1,0,No,Unarmed Assault,Private Citizens & Property,Muslim Civilians,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",1
2.02E+11,2017,6,Jun,20,20/06/2017,Libya,Middle East & North Africa,Sirte,Sidra,30.63179,18.351568,0,1,1,Yes,Bombing/Explosion,Military,Checkpoint,Explosives,1
2.02E+11,2017,6,Jun,19,19/06/2017,Iraq,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,0,1,0,No,Bombing/Explosion,Journalists & Media,Journalist: Bakhtiyar Haddad,Explosives,3
2.02E+11,2017,6,Jun,19,19/06/2017,Iraq,Middle East & North Africa,Saladin,Hor al-Bashah,33.509014,44.202484,0,1,0,No,Bombing/Explosion,Military,Patrol,Explosives,1
2.02E+11,2017,6,Jun,19,19/06/2017,Iraq,Middle East & North Africa,Diyala,Unknown,33.773349,45.14945,0,0,0,No,Bombing/Explosion,Unknown,Unknown,Explosives,0
2.02E+11,2017,6,Jun,19,19/06/2017,Iraq,Middle East & North Africa,Diyala,Mandali,33.744999,45.545616,0,0,0,No,Bombing/Explosion,Unknown,Unknown,Explosives,0
2.02E+11,2017,6,Jun,18,18/06/2017,Somalia,Sub-Saharan Africa,Hiiraan,Bulobarde,3.853246,45.565231,0,1,0,No,Armed Assault,Military,Djiboutian Base,Explosives,
2.02E+11,2017,6,Jun,19,19/06/2017,Thailand,Southeast Asia,Pattani,Nam Dam,6.621376,101.433374,0,1,0,No,Bombing/Explosion,Military,Patrol,Explosives,6
2.02E+11,2017,6,Jun,19,19/06/2017,Bahrain,Middle East & North Africa,Northern,Hajar,26.21552,50.512394,0,1,0,No,Bombing/Explosion,Unknown,Unknown,Explosives,1
2.02E+11,2017,6,Jun,19,19/06/2017,Pakistan,South Asia,Balochistan,Jiwani,25.05258,61.746845,0,1,0,No,Armed Assault,Military,Vehicle,Firearms,3
2.02E+11,2017,6,Jun,19,19/06/2017,Iraq,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,0,1,0,No,Bombing/Explosion,Military,Soldiers,Chemical,0
2.02E+11,2017,6,Jun,19,19/06/2017,Kenya,Sub-Saharan Africa,Wajir,Gerille,3.285547,39.571744,0,1,0,No,Bombing/Explosion,Military,Convoy,Explosives,0
2.02E+11,2017,6,Jun,19,19/06/2017,Somalia,Sub-Saharan Africa,Bari,Bosaso,11.274796,49.179657,0,1,0,No,Armed Assault,Private Citizens & Property,Businessperson,Firearms,1
2.02E+11,2017,6,Jun,19,19/06/2017,Afghanistan,South Asia,Parwan,Shahkoh,34.963067,69.250085,0,1,0,No,Armed Assault,Military,Convoy,Firearms,8
2.02E+11,2017,6,Jun,19,19/06/2017,Afghanistan,South Asia,Nimroz,Zaranj,30.959932,61.86895,0,1,0,No,Assassination,Government (General),District Governor: Sayed Agha Mohammad,Firearms,1
2.02E+11,2017,6,Jun,19,19/06/2017,Turkey,Middle East & North Africa,Hakkari,Unknown,37.566133,43.761488,0,1,0,No,Armed Assault,Military,Convoy,Explosives,1
2.02E+11,2017,6,Jun,19,19/06/2017,Ukraine,Eastern Europe,Donetsk,Pokrovsk district,48.259679,37.376662,0,1,0,No,Bombing/Explosion,Utilities,Electric Substation,Explosives,0
2.02E+11,2017,6,Jun,19,19/06/2017,France,Western Europe,Ile-de-France,Paris,48.856644,2.34233,0,0,1,Yes,Bombing/Explosion,Police,Van,Explosives,1
2.02E+11,2017,6,Jun,19,19/06/2017,Philippines,Southeast Asia,Negros Oriental,Mabigo,10.38,123.2,0,1,0,No,Armed Assault,Military,Former Intelligence Officer: Ronie Montejo,Firearms,1
2.02E+11,2017,6,Jun,19,19/06/2017,Germany,Western Europe,Saxony,Leipzig,51.374942,12.412385,1,1,0,No,Facility/Infrastructure Attack,Transportation,Railway Infrastructure,Incendiary,0
2.02E+11,2017,6,Jun,19,19/06/2017,Germany,Western Europe,Saxony,Engelsdorf,51.338439,12.480831,1,1,0,No,Facility/Infrastructure Attack,Transportation,Railway Infrastructure,Incendiary,0
2.02E+11,2017,6,Jun,19,19/06/2017,Germany,Western Europe,Saxony,Leipzig,51.339976,12.372908,1,1,0,No,Facility/Infrastructure Attack,Transportation,Railway Infrastructure,Incendiary,0
2.02E+11,2017,6,Jun,19,19/06/2017,Germany,Western Europe,Saxony,Leipzig,51.339976,12.372908,1,1,0,No,Facility/Infrastructure Attack,Transportation,Railway Infrustructure,Incendiary,0
2.02E+11,2017,6,Jun,19,19/06/2017,Germany,Western Europe,Berlin,Berlin,52.50153,13.401851,1,1,0,No,Facility/Infrastructure Attack,Transportation,Railway Infrastructure,Incendiary,0
2.02E+11,2017,6,Jun,19,19/06/2017,Germany,Western Europe,Hamburg,Hamburg,53.548849,9.995571,1,1,0,No,Facility/Infrastructure Attack,Transportation,Railway Infrastructure,Incendiary,0
2.02E+11,2017,6,Jun,19,19/06/2017,Germany,Western Europe,North Rhine-Westphalia,Cologne,50.929571,6.934492,1,1,0,No,Facility/Infrastructure Attack,Transportation,Railway Infrastructure,Incendiary,0
2.02E+11,2017,6,Jun,19,19/06/2017,Germany,Western Europe,North Rhine-Westphalia,Dortmund,51.514226,7.464431,1,1,0,No,Facility/Infrastructure Attack,Transportation,Railway Infrastructure,Incendiary,0
2.02E+11,2017,6,Jun,19,19/06/2017,Germany,Western Europe,Bremen,Bremen,53.082721,8.815232,1,1,0,No,Facility/Infrastructure Attack,Transportation,Railway Infrastructure,Incendiary,0
2.02E+11,2017,6,Jun,19,19/06/2017,Germany,Western Europe,Lower Saxony,Bad Bevensen,53.078317,10.574144,1,1,0,No,Facility/Infrastructure Attack,Transportation,Infrastructure,Incendiary,0
2.02E+11,2017,6,Jun,16,16/06/2017,Afghanistan,South Asia,Ghazni,Ab Band district,32.983558,67.965358,0,1,0,No,Bombing/Explosion,Private Citizens & Property,Civilians,Explosives,5
2.02E+11,2017,6,Jun,17,17/06/2017,Afghanistan,South Asia,Khost,Jaji Maydan district,33.641363,70.058944,0,1,0,No,Bombing/Explosion,Police,Patrol,Explosives,3
2.02E+11,2017,6,Jun,19,19/06/2017,Egypt,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,0,0,1,Yes,Bombing/Explosion,Police,Police Checkpoint,Explosives,1
2.02E+11,2017,6,Jun,19,19/06/2017,India,South Asia,Jammu and Kashmir,Drubgam,33.822968,74.81589,0,1,0,No,Armed Assault,Military,Patrol,Firearms,0
2.02E+11,2017,6,Jun,19,19/06/2017,Ethiopia,Sub-Saharan Africa,Amhara,Ebnat,12.123047,38.049804,0,1,0,No,Armed Assault,Military,Post,Firearms,
2.02E+11,2017,6,Jun,19,19/06/2017,Nigeria,Sub-Saharan Africa,Adamawa,Tsamiya,10.857757,13.612441,0,1,1,Yes,Bombing/Explosion,Unknown,Unknown,Explosives,2
2.02E+11,2017,6,Jun,19,19/06/2017,Afghanistan,South Asia,Jawzjan,Darzab district,36.000691,65.362659,0,1,0,No,Armed Assault,Military,Checkpoints,Firearms,21
2.02E+11,2017,6,Jun,19,19/06/2017,Afghanistan,South Asia,Farah,Shewan,32.629753,62.490807,0,1,0,No,Armed Assault,Police,Convoy,Firearms,1
2.02E+11,2017,6,Jun,19,19/06/2017,Somalia,Sub-Saharan Africa,Gedo,Walcadey,2.785705,41.027156,0,1,0,No,Bombing/Explosion,Military,Vehicle,Explosives,2
2.02E+11,2017,6,Jun,19,19/06/2017,Afghanistan,South Asia,Herat,Zolfiqar,35.206262,61.611646,0,1,0,No,Armed Assault,Police,Dehna Checkpost,Firearms,3
2.02E+11,2017,6,Jun,19,19/06/2017,Afghanistan,South Asia,Takhar,Pul-i-Momin,37.129856,69.415657,1,1,0,No,Armed Assault,Private Citizens & Property,Area,Firearms,3
2.02E+11,2017,6,Jun,19,19/06/2017,Afghanistan,South Asia,Kunduz,Gor Tepa,36.820141,68.682091,1,1,0,No,Armed Assault,Private Citizens & Property,Area,Firearms,3
2.02E+11,2017,6,Jun,19,19/06/2017,Afghanistan,South Asia,Takhar,Khwaja Ghar district,36.990141,69.397697,1,1,0,No,Armed Assault,Private Citizens & Property,Areas,Firearms,3
2.02E+11,2017,6,Jun,19,19/06/2017,India,South Asia,West Bengal,Setijora,26.897933,88.474105,1,1,0,No,Armed Assault,Private Citizens & Property,Truck,Incendiary,0
2.02E+11,2017,6,Jun,19,19/06/2017,India,South Asia,West Bengal,Kalijora,26.931808,88.450375,1,1,0,No,Armed Assault,Private Citizens & Property,Truck,Incendiary,0
2.02E+11,2017,6,Jun,19,19/06/2017,India,South Asia,Kerala,Mokeri,11.77365,75.568395,0,1,0,No,Facility/Infrastructure Attack,Private Citizens & Property,Residence of District Committee Member: K.K. Dinesan,Incendiary,0
2.02E+11,2017,6,Jun,19,19/06/2017,Afghanistan,South Asia,Takhar,Khwaja Baha Wuddin district,37.344592,69.537795,1,1,0,No,Armed Assault,Military,Checkpost,Firearms,1
2.02E+11,2017,6,Jun,19,19/06/2017,Afghanistan,South Asia,Takhar,Khwaja Baha Wuddin district,37.344989,69.537335,1,1,0,No,Armed Assault,Military,Checkpost,Firearms,1
2.02E+11,2017,6,Jun,19,19/06/2017,Afghanistan,South Asia,Takhar,Khwaja Baha Wuddin district,37.344592,69.537795,1,1,0,No,Armed Assault,Military,Checkpost,Firearms,1
2.02E+11,2017,6,Jun,19,19/06/2017,Afghanistan,South Asia,Takhar,Khwaja Baha Wuddin district,37.344592,69.537795,1,1,0,No,Armed Assault,Military,Checkpost,Firearms,0
2.02E+11,2017,6,Jun,19,19/06/2017,Sudan,Sub-Saharan Africa,North Darfur,Tawilah district,13.516979,24.861568,0,1,0,No,Hostage Taking (Kidnapping),Private Citizens & Property,"Farmers: Abboud Adam, Anwar Hussein, and Haroun Adam Ibrahim",Unknown,0
2.02E+11,2017,6,Jun,19,19/06/2017,Iraq,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,0,0,No,Bombing/Explosion,Utilities,Electricity Generator,Explosives,0
2.02E+11,2017,6,Jun,20,20/06/2017,Belgium,Western Europe,Brussels,Brussels,50.836426,4.367415,0,1,1,Yes,Bombing/Explosion,Transportation,Brussels Central Station,Explosives,1
2.02E+11,2017,6,Jun,20,20/06/2017,Iraq,Middle East & North Africa,Saladin,Zarkah,34.711769,44.22908,0,1,0,No,Armed Assault,Military,Outposts,Firearms,1
2.02E+11,2017,6,Jun,20,20/06/2017,Somalia,Sub-Saharan Africa,Banaadir,Mogadishu,2.059819,45.326115,0,0,0,No,Assassination,Government (General),Vehicle of Ward Administrator: Ali Osman Wehliye,Explosives,1
2.02E+11,2017,6,Jun,20,20/06/2017,Somalia,Sub-Saharan Africa,Banaadir,Mogadishu,2.059819,45.326115,0,1,1,Yes,Bombing/Explosion,Government (General),Wadajir District Headquarters,Explosives,11
2.02E+11,2017,6,Jun,20,20/06/2017,Iraq,Middle East & North Africa,Nineveh,Mosul,36.153797,43.201683,0,0,0,No,Unknown,Military,Members,Unknown,8
2.02E+11,2017,6,Jun,20,20/06/2017,Iraq,Middle East & North Africa,Saladin,Al-Salam,35.023304,43.370753,0,0,1,Yes,Bombing/Explosion,Unknown,Unknown,Explosives,12
2.02E+11,2017,6,Jun,20,20/06/2017,Afghanistan,South Asia,Nangarhar,Jalalabad,34.417122,70.449593,0,1,0,No,Assassination,Government (General),Anti-Corruption Judge: Sher Rahman,Explosives,1
2.02E+11,2017,6,Jun,20,20/06/2017,Ukraine,Eastern Europe,Donetsk,Yasynuvata,48.129265,37.861473,0,1,0,No,Armed Assault,Government (Diplomatic),Vehicles,Firearms,0
2.02E+11,2017,6,Jun,20,20/06/2017,West Bank and Gaza Strip,Middle East & North Africa,West Bank,Qalandiyah,31.861471,35.208427,0,0,0,No,Armed Assault,Military,Soldiers,Melee,1
2.02E+11,2017,6,Jun,20,20/06/2017,Afghanistan,South Asia,Helmand,Nahri Saraj district,31.724621,64.775998,0,1,0,No,Bombing/Explosion,Police,Patrol,Explosives,4
2.02E+11,2017,6,Jun,20,20/06/2017,Afghanistan,South Asia,Parwan,Bagram,34.93383,69.232788,0,0,1,Yes,Bombing/Explosion,Military,Convoy,Explosives,0
2.02E+11,2017,6,Jun,20,20/06/2017,Nigeria,Sub-Saharan Africa,Borno,Dalwa,11.635419,13.030761,0,1,0,No,Hostage Taking (Kidnapping),Police,Joint Convoy,Firearms,3
2.02E+11,2017,6,Jun,20,20/06/2017,Pakistan,South Asia,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,0,0,0,No,Bombing/Explosion,Unknown,Unknown,Explosives,0
2.02E+11,2017,6,Jun,20,20/06/2017,Nepal,South Asia,Province 1,Rupakot Majhuwagadhi,27.227501,86.821086,0,0,0,No,Assassination,Violent Political Party,Residence of Ward Chairperson Candidate: Leela Chauhan,Explosives,0
2.02E+11,2017,6,Jun,20,20/06/2017,Cameroon,Sub-Saharan Africa,Extreme-North,Mayo-Sava district,11.263567,14.005683,0,1,0,No,Bombing/Explosion,Military,Patrol,Explosives,1
2.02E+11,2017,6,Jun,20,20/06/2017,India,South Asia,Jammu and Kashmir,Tral,33.931011,75.114212,0,1,0,No,Armed Assault,Police,Camp,Explosives,0
2.02E+11,2017,6,Jun,20,20/06/2017,Philippines,Southeast Asia,Iloilo,Lampaya,10.780315,122.387872,0,1,0,No,Armed Assault,Police,Barangay Tanod Outpost,Explosives,1
2.02E+11,2017,6,Jun,20,20/06/2017,India,South Asia,Chhattisgarh,Dornapal,18.153452,81.508949,0,0,0,No,Bombing/Explosion,Unknown,Unknown,Explosives,0
2.02E+11,2017,6,Jun,20,20/06/2017,India,South Asia,Chhattisgarh,Cholnar,19.20872,81.991475,0,1,0,No,Assassination,Government (General),Former Sarpanch: Chhannuram Mandavi,Melee,1
2.02E+11,2017,6,Jun,20,20/06/2017,Afghanistan,South Asia,Ghazni,Ghazni,33.542622,68.415329,0,1,0,No,Bombing/Explosion,Government (General),Member,Explosives,0
2.02E+11,2017,6,Jun,20,20/06/2017,Yemen,Middle East & North Africa,Hadramawt,Shibam,15.914915,48.650745,0,1,0,No,Assassination,Military,Commander of the First Military Region: Major General Saleh Tamis,Firearms,2
2.02E+11,2017,6,Jun,20,20/06/2017,Nepal,South Asia,Province 1,Itahari,26.663979,87.275163,0,0,0,No,Assassination,Violent Political Party,Candidate: Shyam Pkharel,Melee,0
2.02E+11,2017,6,Jun,20,20/06/2017,Thailand,Southeast Asia,Pattani,Pulo Puyo,6.779544,101.193062,0,1,0,No,Armed Assault,Religious Figures/Institutions,Religious Teacher: Awae Taksatu,Firearms,1
2.02E+11,2017,6,Jun,20,20/06/2017,Philippines,Southeast Asia,Metropolitan Manila,Quezon City,14.67428,121.057495,0,1,0,No,Assassination,Government (General),Village Councilor: Edwin Drueco,Firearms,1
2.02E+11,2017,6,Jun,20,20/06/2017,Philippines,Southeast Asia,Northern Samar,Somage,12.41667,124.61667,0,1,0,No,Armed Assault,Military,20th Infantry Battalion Vehicle,Firearms,0
2.02E+11,2017,6,Jun,20,20/06/2017,Central African Republic,Sub-Saharan Africa,Haute-Kotto,Bria,6.539036,21.991001,0,1,0,No,Armed Assault,Terrorists/Non-State Militia,Members,Firearms,100
2.02E+11,2017,6,Jun,20,20/06/2017,Philippines,Southeast Asia,Metropolitan Manila,Manila,14.599352,120.984772,0,1,0,No,Armed Assault,Military,Vehicle of Former Officer: Jojie Omandac,Firearms,1
2.02E+11,2017,6,Jun,20,20/06/2017,Pakistan,South Asia,Khyber Pakhtunkhwa,Dewana Baba Ziarat,32.297255,70.38434,0,0,0,No,Armed Assault,Military,Checkpost,Firearms,2
2.02E+11,2017,6,Jun,20,20/06/2017,Philippines,Southeast Asia,Palawan,Unknown,9.691078,118.577846,0,1,0,No,Facility/Infrastructure Attack,Business,Heavy Equipment,Incendiary,0
2.02E+11,2017,6,Jun,20,20/06/2017,Pakistan,South Asia,Sindh,Karampur,28.100904,68.932327,0,1,0,No,Armed Assault,Police,Officer: Kher Mohammad Rahojo,Firearms,2
2.02E+11,2017,6,Jun,20,20/06/2017,Nigeria,Sub-Saharan Africa,Benue,Markurdi,7.716725,8.536775,0,1,0,No,Unknown,Private Citizens & Property,Rice Farmers,Unknown,0
2.02E+11,2017,6,Jun,20,20/06/2017,Yemen,Middle East & North Africa,Adan,Shaykh Uthman,12.867085,44.981911,0,1,0,No,Armed Assault,Military,Checkpoint,Firearms,0
2.02E+11,2017,6,Jun,20,20/06/2017,Rwanda,Sub-Saharan Africa,Western,Rusizi district,-2.61758,29.03488,0,1,0,No,Armed Assault,Business,Bar,Explosives,1
2.02E+11,2017,6,Jun,20,20/06/2017,Turkey,Middle East & North Africa,Gaziantep,Gaziantep,37.067631,37.37315,0,1,0,No,Armed Assault,Private Citizens & Property,Shoppers,Firearms,0
2.02E+11,2017,6,Jun,20,20/06/2017,Syria,Middle East & North Africa,Raqqah,Raqqah,35.951523,39.009563,0,1,0,No,Bombing/Explosion,Private Citizens & Property,Civilians,Explosives,3
2.02E+11,2017,6,Jun,20,20/06/2017,Syria,Middle East & North Africa,Raqqah,Raqqah,35.951523,39.009563,0,1,0,No,Bombing/Explosion,Private Citizens & Property,Civilians,Explosives,2
2.02E+11,2017,6,Jun,20,20/06/2017,Sudan,Sub-Saharan Africa,North Darfur,Serif Omar,13.467315,23.29372,0,1,0,No,Hostage Taking (Kidnapping),Private Citizens & Property,Civilian: Bahreldin Jabir Saeed,Unknown,0
2.02E+11,2017,6,Jun,20,20/06/2017,Iraq,Middle East & North Africa,Diyala,Bawi,33.105896,44.564686,0,1,0,No,Bombing/Explosion,Private Citizens & Property,Market,Explosives,0
2.02E+11,2017,6,Jun,20,20/06/2017,Iraq,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,0,1,0,No,Armed Assault,Private Citizens & Property,Owner of Electricity Generator,Firearms,0
2.02E+11,2017,6,Jun,20,20/06/2017,Iraq,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,0,0,1,Yes,Bombing/Explosion,Military,Soldiers,Explosives,1
2.02E+11,2017,6,Jun,20,20/06/2017,Iraq,Middle East & North Africa,Al Anbar,Radhwaniyah,33.185299,44.26778,0,1,0,No,Bombing/Explosion,Private Citizens & Property,Civilians,Explosives,0
2.02E+11,2017,6,Jun,21,21/06/2017,Iraq,Middle East & North Africa,Nineveh,Muhallabiyah,36.263832,42.707668,0,0,0,No,Bombing/Explosion,Unknown,Unknown,Explosives,0
2.02E+11,2017,6,Jun,21,21/06/2017,Philippines,Southeast Asia,North Cotabato,Malagakit,7.245085,124.390393,1,1,0,No,Armed Assault,Police,Barangay Outpost,Firearms,4
2.02E+11,2017,6,Jun,21,21/06/2017,Philippines,Southeast Asia,North Cotabato,Simsiman,7.242311,124.412419,1,1,0,No,Armed Assault,Military,Outpost,Firearms,3
2.02E+11,2017,6,Jun,21,21/06/2017,Philippines,Southeast Asia,North Cotabato,Malagakit,7.245085,124.390393,1,1,0,No,Hostage Taking (Barricade Incident),Educational Institution,School,Firearms,0
2.02E+11,2017,6,Jun,21,21/06/2017,Philippines,Southeast Asia,North Cotabato,Malagakit,7.245085,124.390393,1,1,0,No,Facility/Infrastructure Attack,Private Citizens & Property,Houses,Firearms,0
2.02E+11,2017,6,Jun,21,21/06/2017,Philippines,Southeast Asia,North Cotabato,Simsiman,7.232336,124.381207,1,1,0,No,Facility/Infrastructure Attack,Private Citizens & Property,Houses,Firearms,0
2.02E+11,2017,6,Jun,21,21/06/2017,Philippines,Southeast Asia,North Cotabato,Pigkawayan district,7.24444,124.39056,1,1,0,No,Facility/Infrastructure Attack,Private Citizens & Property,Houses,Firearms,0
2.02E+11,2017,6,Jun,21,21/06/2017,Libya,Middle East & North Africa,Sirte,Sirte,31.197586,16.586681,0,1,0,No,Armed Assault,Terrorists/Non-State Militia,Members,Firearms,0
2.02E+11,2017,6,Jun,21,21/06/2017,Iraq,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,0,1,0,No,Bombing/Explosion,Religious Figures/Institutions,Mosque,Explosives,100
2.02E+11,2017,6,Jun,20,20/06/2017,Philippines,Southeast Asia,Leyte,Paglaum,11.3,124.68,0,1,0,No,Armed Assault,Military,78th Infantry Battalion Soldiers,Firearms,0
2.02E+11,2017,6,Jun,21,21/06/2017,Philippines,Southeast Asia,Camarines Norte,Dumagmang,14.137428,122.411233,0,1,0,No,Bombing/Explosion,Military,Base,Explosives,1
2.02E+11,2017,6,Jun,21,21/06/2017,Syria,Middle East & North Africa,Idlib,Idlib,35.928802,36.631451,0,1,1,Yes,Bombing/Explosion,Military,Guard Post,Explosives,4
2.02E+11,2017,6,Jun,21,21/06/2017,South Africa,Sub-Saharan Africa,Western Cape,Cape Town,-34.016667,18.55,0,1,0,No,Assassination,Government (General),Ward Councilor: Xolile Gwangxu,Firearms,1
2.02E+11,2017,6,Jun,21,21/06/2017,Somalia,Sub-Saharan Africa,Lower Shebelle,Qoryoley,1.789637,44.529976,0,1,0,No,Assassination,Private Citizens & Property,Clan Elder: Sheikh Ibrahim Kaba-Adde,Firearms,1
2.02E+11,2017,6,Jun,21,21/06/2017,United States,North America,Michigan,Flint,42.973383,-83.738903,0,1,0,No,Armed Assault,Police,Officer: Lieutenant Jeff Neville,Melee,0
2.02E+11,2017,6,Jun,21,21/06/2017,United Kingdom,Western Europe,England,London,51.504387,-0.140041,0,1,0,No,Unarmed Assault,Private Citizens & Property,"Muslim Civilians: Jameel Muhktar, Resham Khan",Chemical,0
2.02E+11,2017,6,Jun,21,21/06/2017,Sweden,Western Europe,Skane,Ystad,55.431188,13.824416,0,1,0,No,Armed Assault,Private Citizens & Property,Asylum Center,Incendiary,0
