eventid,iyear,imonth,iday,country_txt,region_txt,provstate,city,latitude,longitude,location,multiple,success,suicide,attacktype1,attacktype1_txt,targtype1_txt,targsubtype1_txt,corp1,target1,natlty1_txt,gname,guncertain1,claimed,weaptype1_txt,weapsubtype1,weapsubtype1_txt,nkill,dbsource
2.01706E+11,2017,6,10,Iraq,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,"The incident occurred in the Zanjili neighborhood, western Mosul.",1,0,0,3,Bombing/Explosion,Unknown,,Unknown,Unknown,Iraq,Unknown,0,0,Explosives,17,Other Explosive Type,0,START Primary Collection
2.01706E+11,2017,6,10,Iraq,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,"The incident occurred in the Zanjili neighborhood, western Mosul.",1,0,0,3,Bombing/Explosion,Unknown,,Unknown,Unknown,Iraq,Unknown,0,0,Explosives,17,Other Explosive Type,0,START Primary Collection
2.01706E+11,2017,6,10,Iraq,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,"The incident occurred in the Zanjili neighborhood, western Mosul.",1,0,0,3,Bombing/Explosion,Unknown,,Unknown,Unknown,Iraq,Unknown,0,0,Explosives,17,Other Explosive Type,0,START Primary Collection
2.01706E+11,2017,6,10,Iraq,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,"The incident occurred in the Zanjili neighborhood, western Mosul.",1,0,0,3,Bombing/Explosion,Unknown,,Unknown,Unknown,Iraq,Unknown,0,0,Explosives,17,Other Explosive Type,0,START Primary Collection
2.01706E+11,2017,6,10,Iraq,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,"The incident occurred in the Zanjili neighborhood, western Mosul.",1,0,0,3,Bombing/Explosion,Unknown,,Unknown,Unknown,Iraq,Unknown,0,0,Explosives,17,Other Explosive Type,0,START Primary Collection
2.01706E+11,2017,6,10,Iraq,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,"The incident occurred in the Zanjili neighborhood, western Mosul.",1,0,0,3,Bombing/Explosion,Unknown,,Unknown,Unknown,Iraq,Unknown,0,0,Explosives,17,Other Explosive Type,0,START Primary Collection
2.01706E+11,2017,6,10,Iraq,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,"The incident occurred in the Zanjili neighborhood, western Mosul.",1,0,0,3,Bombing/Explosion,Unknown,,Unknown,Unknown,Iraq,Unknown,0,0,Explosives,17,Other Explosive Type,0,START Primary Collection
2.01706E+11,2017,6,10,Iraq,Middle East & North Africa,Diyala,Kifri district,34.567274,44.513969,The incident occurred at the Al-Aziz Dam.,0,0,1,3,Bombing/Explosion,Military,Military Checkpoint,Iraqi Armed Forces,Checkpoint,Iraq,Islamic State of Iraq and the Levant (ISIL),0,1,Explosives,13,Suicide (carried bodily by human being),3,START Primary Collection
2.01706E+11,2017,6,10,Libya,Middle East & North Africa,Benghazi,Benghazi,32.069286,20.151144,The incident occurred in the Taballino neighborhood.,0,0,0,1,Assassination,Government (General),"Government Personnel (excluding police, military)",Government of Benghazi,Motorcade of Military Governor: Abdelrahman al-Abar,Libya,Unknown,0,0,Explosives,15,Vehicle,0,START Primary Collection
2.01706E+11,2017,6,10,Egypt,Middle East & North Africa,North Sinai,Arish,31.126646,33.800865,,0,1,0,2,Armed Assault,Police,Police Security Forces/Officers,Egyptian National Police (ENP),Officer,Egypt,Sinai Province of the Islamic State,0,1,Firearms,5,Unknown Gun Type,2,START Primary Collection
2.01706E+11,2017,6,10,Afghanistan,South Asia,Nangarhar,Achin district,34.082127,70.666829,,0,1,0,2,Armed Assault,Military,NATO,North Atlantic Treaty Organization (NATO): Operation Resolute Support,"American Soldiers: Sergeant Eric M. Houck, Corporal Dillon C. Baldridge, Sergeant William M. Bays",International,Taliban,0,1,Firearms,5,Unknown Gun Type,4,START Primary Collection
2.01706E+11,2017,6,10,Afghanistan,South Asia,Nangarhar,Shirzad district,34.241376,69.97031,The incident occurred in the Hesarak Wadi area.,0,1,0,3,Bombing/Explosion,Unknown,,Unknown,Unknown,,Taliban,0,0,Explosives,8,Landmine,4,START Primary Collection
2.01706E+11,2017,6,10,Somalia,Sub-Saharan Africa,Lower Shebelle,Barire,2.047631,44.897629,,0,1,0,3,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",Somali Armed Forces (SAF),Soldiers,Somalia,Al-Shabaab,0,1,Explosives,8,Landmine,10,START Primary Collection
2.01706E+11,2017,6,10,Iraq,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,The incident occurred in the Zanjili neighborhood of western Mosul.,0,1,0,3,Bombing/Explosion,Private Citizens & Property,Village/City/Town/Suburb,al-Zanjili District,District,Iraq,Islamic State of Iraq and the Levant (ISIL),0,1,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",8,START Primary Collection
2.01706E+11,2017,6,10,India,South Asia,Chhattisgarh,Kanker district,20.208501,81.67502,The incident occurred between the villages of Khallari and Thema.,0,0,0,3,Bombing/Explosion,Unknown,,Unknown,Unknown,India,Maoists,0,0,Explosives,16,Unknown Explosive Type,0,START Primary Collection
2.01706E+11,2017,6,9,Afghanistan,South Asia,Helmand,Nahri Saraj district,31.830864,64.574874,,0,1,0,3,Bombing/Explosion,Unknown,,Unknown,Unknown,,Taliban,0,0,Explosives,16,Unknown Explosive Type,8,START Primary Collection
2.01706E+11,2017,6,10,Philippines,Southeast Asia,Lanao del Norte,Payawan,8.10833,124.22889,The incident occurred in the Baloi district.,0,1,0,2,Armed Assault,Police,Police Patrol (including vehicles and convoys),Philippine National Police (PNP),Convoy,Philippines,Maute Group,0,0,Firearms,2,Automatic or Semi-Automatic Rifle,4,START Primary Collection
2.01706E+11,2017,6,10,Somalia,Sub-Saharan Africa,Banaadir,Mogadishu,2.059819,45.326115,The incident occurred in the Darkheynley area of the city,0,1,0,2,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Somali Armed Forces (SAF),Soldier: Ali Salad,Somalia,Al-Shabaab,0,0,Firearms,3,Handgun,1,START Primary Collection
2.01706E+11,2017,6,10,Ethiopia,Sub-Saharan Africa,Addis Ababa,Addis Ababa,8.981596,38.75748,,0,1,0,7,Facility/Infrastructure Attack,Police,"Police Building (headquarters, station, school)",Ethiopian Federal Police (EFP),Ammunition Depot,Ethiopia,Patriotic Ginbot 7 Movement for Unity and Democracy (PGMUD),0,1,Incendiary,18,Arson/Fire,0,START Primary Collection
2.01706E+11,2017,6,10,Democratic Republic of the Congo,Sub-Saharan Africa,Kinshasa,Kinshasa,-4.389166,15.33762,The incident occurred in Mont Amba neighborhood.,1,1,0,2,Armed Assault,Police,"Police Building (headquarters, station, school)",Congolese National Police (PNC),Station,Democratic Republic of the Congo,Allied Democratic Forces (ADF),0,0,Firearms,5,Unknown Gun Type,1,START Primary Collection
2.01706E+11,2017,6,10,Democratic Republic of the Congo,Sub-Saharan Africa,Kinshasa,Kinshasa,-4.389166,15.33762,,1,1,0,2,Armed Assault,Government (General),Judge/Attorney/Court,Government of the Democratic Republic of Congo,Office of the Prosecutor,Democratic Republic of the Congo,Allied Democratic Forces (ADF),0,0,Firearms,5,Unknown Gun Type,1,START Primary Collection
2.01706E+11,2017,6,10,Pakistan,South Asia,Federally Administered Tribal Areas,Sultan Khel,34.079964,71.196915,The incident occurred along the Pak-Afghan Road near Landi Kotal in Khyber district.,0,0,0,3,Bombing/Explosion,Unknown,,Unknown,Unknown,Pakistan,Unknown,0,0,Explosives,16,Unknown Explosive Type,0,START Primary Collection
2.01706E+11,2017,6,10,India,South Asia,Jammu and Kashmir,Vessu,33.670462,75.127539,The incident occurred in the Anantnag district.,0,1,0,2,Armed Assault,Police,Police Patrol (including vehicles and convoys),Indo-Tibetan Border Police (ITBP),Vehicles,India,Unknown,0,0,Firearms,2,Automatic or Semi-Automatic Rifle,0,START Primary Collection
2.01706E+11,2017,6,10,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,The incident occurred on Gawn Street.,0,1,0,2,Armed Assault,Private Citizens & Property,House/Apartment/Residence,Not Applicable,House,Northern Ireland,Unknown,0,0,Incendiary,19,Molotov Cocktail/Petrol Bomb,0,START Primary Collection
2.01706E+11,2017,6,10,Pakistan,South Asia,Sindh,Karachi,24.891115,67.143311,The incident occurred in the northern part of the city.,0,0,0,1,Assassination,Government (General),Politician or Political Party Movement/Meeting/Rally,Provincial Assembly of Sindh,Vehicle of Assembly Member: Jamal Ahmed,Pakistan,Unknown,0,0,Firearms,3,Handgun,0,START Primary Collection
2.01706E+11,2017,6,10,Nigeria,Sub-Saharan Africa,Delta,Ndokwa West district,5.668971,6.340234,The incident occurred along the Ugiliamai/Onitcha-Ukwani Road.,0,1,0,6,Hostage Taking (Kidnapping),Educational Institution,Other Personnel,"Delta State Polytechnic, Ogwashi-Uku",Registrar: Collins Onyenewu,Nigeria,Fulani extremists,0,0,Firearms,5,Unknown Gun Type,0,START Primary Collection
2.01706E+11,2017,6,11,Nigeria,Sub-Saharan Africa,Borno,Yale,11.655408,13.412932,The incident occurred in the Konduga district.,0,1,0,2,Armed Assault,Terrorists/Non-State Militia,Non-State Militia,Vigilante Group of Nigeria (VGN),Members,Nigeria,Boko Haram,0,0,Firearms,5,Unknown Gun Type,2,START Primary Collection
2.01706E+11,2017,6,9,Afghanistan,South Asia,Wardak,Jalrez district,34.473461,68.65028,,0,0,1,3,Bombing/Explosion,Unknown,,Unknown,Unknown,,Haqqani Network,0,1,Explosives,15,Vehicle,0,START Primary Collection
2.01706E+11,2017,6,10,Philippines,Southeast Asia,North Cotabato,Malasila,6.94389,125.12944,The incident occurred in the Makilala district.,0,0,0,3,Bombing/Explosion,Unknown,,Unknown,Unknown,Philippines,New People's Army (NPA),0,0,Explosives,16,Unknown Explosive Type,2,START Primary Collection
2.01706E+11,2017,6,10,United Kingdom,Western Europe,Northern Ireland,Ballymoney,55.071136,-6.513154,The incident occurred in the Finvoy Road area.,0,1,0,2,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Not Applicable,Civilians,United Kingdom,Unknown,0,0,Incendiary,19,Molotov Cocktail/Petrol Bomb,0,START Primary Collection
2.01706E+11,2017,6,10,Afghanistan,South Asia,Helmand,Sar Banader,30.622013,64.031136,The incident occurred in Garmsir district.,0,0,0,1,Assassination,Police,Police Patrol (including vehicles and convoys),Afghan Police,Vehicle of District Commander: Abdorrauf Mama,Afghanistan,Taliban,0,0,Explosives,8,Landmine,0,START Primary Collection
2.01706E+11,2017,6,10,United Kingdom,Western Europe,Northern Ireland,Londonderry,55.011562,-7.312045,The incident occurred in the Gartan Square area.,0,1,0,8,Unarmed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Not Applicable,Civilian Teenager,Northern Ireland,Unknown,0,0,Melee,21,Blunt Object,0,START Primary Collection
2.01706E+11,2017,6,10,Cameroon,Sub-Saharan Africa,Extreme-North,Mayo-Sava district,11.215955,13.992253,The incident occurred near the border with Nigeria.,1,1,1,3,Bombing/Explosion,Unknown,,Unknown,Unknown,Cameroon,Boko Haram,0,0,Explosives,13,Suicide (carried bodily by human being),2,START Primary Collection
2.01706E+11,2017,6,10,Cameroon,Sub-Saharan Africa,Extreme-North,Mora,11.046735,14.140454,The incident occurred in the Mayo-Sava district.,1,0,1,3,Bombing/Explosion,Unknown,,Unknown,Unknown,Cameroon,Boko Haram,0,0,Explosives,13,Suicide (carried bodily by human being),1,START Primary Collection
2.01706E+11,2017,6,10,Nigeria,Sub-Saharan Africa,Adamawa,Kuda Kaya,10.827032,13.462818,The incident occurred in the Madagali district about 2km from Gulak.,0,0,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Kuda-Kaya Village,Village,Nigeria,Boko Haram,0,0,Firearms,5,Unknown Gun Type,0,START Primary Collection
2.01706E+11,2017,6,10,Afghanistan,South Asia,Faryab,Andkhoy district,36.954285,65.126399,,0,1,0,2,Armed Assault,Religious Figures/Institutions,Religious Figure,Unknown,Religious Scholar: Maulvi Abdul Rasoul,Afghanistan,Taliban,0,0,Firearms,2,Automatic or Semi-Automatic Rifle,2,START Primary Collection
2.01706E+11,2017,6,10,Afghanistan,South Asia,Faryab,Moqani,35.826082,64.70736,The incident occurred in Pashtun Kot district.,0,1,0,3,Bombing/Explosion,Private Citizens & Property,Named Civilian,Not Applicable,Civilian: Samiullah,Afghanistan,Unknown,0,0,Explosives,16,Unknown Explosive Type,0,START Primary Collection
2.01706E+11,2017,6,10,Afghanistan,South Asia,Logar,Azra district,34.126691,69.654379,,0,1,0,2,Armed Assault,Police,"Police Building (headquarters, station, school)",Afghan Local Police (ANP),Checkpost,Afghanistan,Taliban,0,0,Firearms,5,Unknown Gun Type,14,START Primary Collection
2.01706E+11,2017,6,10,Afghanistan,South Asia,Kabul,Kabul,34.516895,69.147011,The incident occurred in the 5th police district.,0,0,1,3,Bombing/Explosion,Unknown,,Unknown,Unknown,,Haqqani Network,0,0,Explosives,15,Vehicle,0,START Primary Collection
2.01706E+11,2017,6,10,Afghanistan,South Asia,Helmand,Lashkar Gah,31.60063,64.369652,,0,0,1,3,Bombing/Explosion,Unknown,,Unknown,Unknown,,Taliban,0,1,Explosives,13,Suicide (carried bodily by human being),0,START Primary Collection
2.01706E+11,2017,6,10,Afghanistan,South Asia,Baghlan,Khost Wa Firing district,35.972369,69.764435,,0,0,0,2,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Afghanistan,Taliban,0,0,Firearms,5,Unknown Gun Type,3,START Primary Collection
2.01706E+11,2017,6,10,Philippines,Southeast Asia,Batangas,Poblacion,13.82895,121.39421,The incident occurred in the Balete district.,0,1,0,1,Assassination,Government (General),Politician or Political Party Movement/Meeting/Rally,Government of Balete,Town Mayor: Leovino Hidalgo,Philippines,Unknown,0,0,Firearms,5,Unknown Gun Type,1,START Primary Collection
2.01706E+11,2017,6,10,Lebanon,Middle East & North Africa,South,Ain al-Hilweh,33.542004,35.381153,The incident occurred in the Al-Tiri neighborhood.,0,1,0,3,Bombing/Explosion,Terrorists/Non-State Militia,Non-State Militia,Palestinian Joint Security Forces,Personnel,West Bank and Gaza Strip,Unknown,0,0,Explosives,16,Unknown Explosive Type,0,START Primary Collection
2.01706E+11,2017,6,10,Sweden,Western Europe,Skane,Malmo,55.575121,13.057886,,0,0,0,8,Unarmed Assault,Private Citizens & Property,Protester,Not Applicable,Protestors,Iraq,Neo-Nazi extremists,0,1,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,0,START Primary Collection
2.01706E+11,2017,6,10,Iraq,Middle East & North Africa,Baghdad,Hawr Rajab,33.19392,44.408577,The incident occurred in the Baghdad district in the Rasheed neighborhood.,0,1,0,3,Bombing/Explosion,Business,Retail/Grocery/Bakery,Unknown,Shops,Iraq,Unknown,0,0,Explosives,16,Unknown Explosive Type,0,START Primary Collection
2.01706E+11,2017,6,10,Iraq,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,The incident occurred in northern Baghdad's Shaab neighborhood.,0,1,0,3,Bombing/Explosion,Business,Retail/Grocery/Bakery,Unknown,Shops,Iraq,Unknown,0,0,Explosives,17,Other Explosive Type,0,START Primary Collection
2.01706E+11,2017,6,10,Iraq,Middle East & North Africa,Al Anbar,Anaz,33.248908,44.091479,The incident occurred to the west of Baghdad.,0,0,0,3,Bombing/Explosion,Unknown,,Unknown,Unknown,Iraq,Unknown,0,0,Explosives,16,Unknown Explosive Type,0,START Primary Collection
2.01706E+11,2017,6,11,Saudi Arabia,Middle East & North Africa,Eastern,Awamiyah,26.587351,49.984146,The incident occurred in the Mousawarah area.,0,1,0,3,Bombing/Explosion,Military,Military Unit/Patrol/Convoy,Royal Saudi Land Forces,Patrol,Saudi Arabia,Unknown,0,0,Explosives,16,Unknown Explosive Type,1,START Primary Collection
2.01706E+11,2017,6,11,Iraq,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,"The incident occurred in the Shifa neighborhood, western Mosul.",0,1,0,6,Hostage Taking (Kidnapping),Private Citizens & Property,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Iraq,Islamic State of Iraq and the Levant (ISIL),0,0,Firearms,5,Unknown Gun Type,4,START Primary Collection
2.01706E+11,2017,6,11,Somalia,Sub-Saharan Africa,Banaadir,Mogadishu,2.059819,45.326115,The incident occurred in the Xamar Bile area of the Warta Nabada neighborhood.,1,1,0,1,Assassination,Government (General),Election-related,Government of Somalia,Electoral Delegate: Ahmed Abdulkadir Hassan,Somalia,Al-Shabaab,0,0,Firearms,3,Handgun,1,START Primary Collection
2.01706E+11,2017,6,11,Somalia,Sub-Saharan Africa,Banaadir,Mogadishu,2.059819,45.326115,The incident occurred in the Suuqa Beerta area of the Waberi neighborhood.,1,1,0,1,Assassination,Government (General),Election-related,Government of Somalia,Electoral Delegate: Ahmed Garfiq,Somalia,Al-Shabaab,0,0,Firearms,3,Handgun,1,START Primary Collection
2.01706E+11,2017,6,11,Egypt,Middle East & North Africa,Dakahlia,Mansoura,31.021564,31.394668,The incident occurred on Mansoura-Damietta road.,0,1,0,1,Assassination,Police,Police Security Forces/Officers,Shirbin Criminal Investigation Division,Vehicle of Director: Lieutenant Colonel Ahmad Husayn,Egypt,Unknown,0,0,Firearms,5,Unknown Gun Type,1,START Primary Collection
2.01706E+11,2017,6,11,Iraq,Middle East & North Africa,Diyala,Adhaim,34.275066,44.537865,,0,1,1,3,Bombing/Explosion,Police,Police Checkpoint,Iraqi Police Service (IPS),Police Checkpoint,Iraq,Islamic State of Iraq and the Levant (ISIL),0,1,Explosives,15,Vehicle,3,START Primary Collection
2.01706E+11,2017,6,11,India,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,The incident occurred in the Saraf Kadal neighborhood.,0,1,0,3,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Central Reserve Police Force (CRPF),Bunker,India,Jaish-e-Mohammad (JeM),0,1,Explosives,7,Grenade,0,START Primary Collection
2.01706E+11,2017,6,11,India,South Asia,Jammu and Kashmir,Shopian,33.721287,74.831062,The incident occurred in the Shopian district.,0,0,0,2,Armed Assault,Government (General),Politician or Political Party Movement/Meeting/Rally,Parliament of India,Former Member of the Legislative Assembly (MLA): Ghulam Hassan Khan,India,Unknown,0,0,Firearms,2,Automatic or Semi-Automatic Rifle,0,START Primary Collection
2.01706E+11,2017,6,11,Kenya,Sub-Saharan Africa,Garissa,Liboi,0.360404,40.884914,The incident occurred in the Garissa district.,0,1,0,3,Bombing/Explosion,Military,Military Unit/Patrol/Convoy,Kenya Defense Forces (KDF),Convoy,Kenya,Al-Shabaab,0,1,Explosives,16,Unknown Explosive Type,,START Primary Collection
2.01706E+11,2017,6,11,Pakistan,South Asia,Balochistan,Johan,29.333328,66.966011,,0,1,0,3,Bombing/Explosion,Military,Military Transportation/Vehicle (excluding convoys),Pakistan Armed Forces,Vehicle,Pakistan,Unknown,0,0,Explosives,16,Unknown Explosive Type,0,START Primary Collection
2.01706E+11,2017,6,11,India,South Asia,Jammu and Kashmir,Imam Sahib,33.744053,74.910647,The incident occurred in the Shopian district.,0,1,0,2,Armed Assault,Police,"Police Building (headquarters, station, school)",Special Operations Group (SOG),Camp,India,Hizbul Mujahideen (HM),0,0,Firearms,5,Unknown Gun Type,0,START Primary Collection
2.01706E+11,2017,6,11,Pakistan,South Asia,Balochistan,Quetta,30.200819,66.994354,The incident occurred along Sariab Road in the Shahwani area of the city.,0,1,0,2,Armed Assault,Police,Police Checkpoint,Balochistan Constabulary,Checkpoint,Pakistan,Lashkar-e-Jhangvi,0,1,Firearms,3,Handgun,3,START Primary Collection
2.01706E+11,2017,6,11,Somalia,Sub-Saharan Africa,Banaadir,Mogadishu,2.059819,45.326115,The incident occurred near the Banadir junction.,0,1,0,3,Bombing/Explosion,Military,Military Unit/Patrol/Convoy,Somali Armed Forces (SAF),Convoy,Somalia,Al-Shabaab,0,0,Explosives,8,Landmine,0,START Primary Collection
2.01706E+11,2017,6,11,Kenya,Sub-Saharan Africa,Lamu,Milimani,-1.782983,40.81548,The incident occurred on the route between Milimani and Baure.,0,0,0,3,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",Kenya Defense Forces (KDF),Soldiers,Kenya,Al-Shabaab,0,0,Explosives,16,Unknown Explosive Type,0,START Primary Collection
2.01706E+11,2017,6,11,Democratic Republic of the Congo,Sub-Saharan Africa,North Kivu,Beni,0.495944,29.459606,,0,1,0,2,Armed Assault,Police,Prison/Jail,Kangwayi Prison,Building,Democratic Republic of the Congo,Allied Democratic Forces (ADF),0,0,Firearms,5,Unknown Gun Type,11,START Primary Collection
2.01706E+11,2017,6,11,Nigeria,Sub-Saharan Africa,Borno,Komdi,10.83642,12.7705,The incident occurred in the Chibok district.,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Komndi Village,Village,Nigeria,Boko Haram,0,0,Firearms,5,Unknown Gun Type,3,START Primary Collection
2.01706E+11,2017,6,11,Nigeria,Sub-Saharan Africa,Borno,Tunyan,10.902533,12.83032,The incident occurred in Chibok district.,1,1,0,6,Hostage Taking (Kidnapping),Private Citizens & Property,Village/City/Town/Suburb,Tunyan Village,Village,Nigeria,Boko Haram,0,0,Firearms,5,Unknown Gun Type,2,START Primary Collection
2.01706E+11,2017,6,11,Thailand,Southeast Asia,Pattani,Bang Pu,6.865889,101.348779,The incident occurred in Yaring district.,0,1,0,2,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Thailand,Unknown,0,0,Firearms,5,Unknown Gun Type,1,START Primary Collection
2.01706E+11,2017,6,11,Pakistan,South Asia,Khyber Pakhtunkhwa,Lora Chowk,33.992683,73.061821,The incident occurred in Haripur district.,0,1,0,1,Assassination,Journalists & Media,Newspaper Journalist/Staff/Facility,K2 Times,Bureau Chief: Bakshish Elahi,Pakistan,Unknown,0,0,Firearms,5,Unknown Gun Type,1,START Primary Collection
2.01706E+11,2017,6,11,Afghanistan,South Asia,Logar,Baraki Barak district,33.969093,68.950979,,0,0,1,3,Bombing/Explosion,Unknown,,Unknown,Unknown,,Haqqani Network,0,0,Explosives,13,Suicide (carried bodily by human being),0,START Primary Collection
2.01706E+11,2017,6,11,Turkey,Middle East & North Africa,Hakkari,Cukurca district,37.293709,43.671189,The incident occurred in the Mount Guven area.,0,1,0,3,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,Turkish Armed Forces (TSK),Base,Turkey,Kurdistan Workers' Party (PKK),0,0,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",0,START Primary Collection
2.01706E+11,2017,6,11,Turkey,Middle East & North Africa,Hakkari,Unknown,37.579106,43.734647,,0,1,0,2,Armed Assault,Terrorists/Non-State Militia,Non-State Militia,Turkish Village Guards,Guards,Turkey,Kurdistan Workers' Party (PKK),0,0,Firearms,5,Unknown Gun Type,1,START Primary Collection
2.01706E+11,2017,6,11,Afghanistan,South Asia,Paktia,Gardez,33.598633,69.228996,The incident occurred in the Shaikhan area of the city.,0,1,0,2,Armed Assault,Police,Police Patrol (including vehicles and convoys),Afghan Police,Convoy,Afghanistan,Taliban,0,1,Firearms,5,Unknown Gun Type,8,START Primary Collection
2.01706E+11,2017,6,11,India,South Asia,Bihar,Hasanganj,25.236579,86.972941,The incident occurred in the Bhagalpur district.,0,1,0,3,Bombing/Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Not Applicable,Civilians,India,Unknown,0,0,Explosives,16,Unknown Explosive Type,0,START Primary Collection
2.01706E+11,2017,6,11,Pakistan,South Asia,Balochistan,Gwadar district,25.378263,62.267628,The incident occurred near the Al-Nadwar river.,0,0,0,9,Unknown,Military,"Military Personnel (soldiers, troops, officers, forces)",Pakistan Armed Forces,Soldiers,Pakistan,Unknown,0,0,Unknown,,,0,START Primary Collection
2.01706E+11,2017,6,11,India,South Asia,Jharkhand,Piparwar,23.721446,85.04806,The incident occurred in the Chatra district.,0,1,0,2,Armed Assault,Private Citizens & Property,Named Civilian,Not Applicable,"Civilians: Muneswar, Nageswar Oraon, Jogeswar",India,Tritiya Prastuti Committee (TPC),0,0,Firearms,5,Unknown Gun Type,2,START Primary Collection
2.01706E+11,2017,6,10,Democratic Republic of the Congo,Sub-Saharan Africa,Kasai-Central,Kalala Diboko,-7.424108,22.49952,The incident occurred in the Luiza territory.,0,1,0,6,Hostage Taking (Kidnapping),NGO,,Nkata,Technician: Florimond Muana Manga,Democratic Republic of the Congo,Unknown,0,0,Firearms,4,Rifle/Shotgun (non-automatic),5,START Primary Collection
2.01706E+11,2017,6,11,Cameroon,Sub-Saharan Africa,Extreme-North,Mora,11.046735,14.140454,The incident occurred in the Mayo-Sava district.,0,1,1,3,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,Cameroon Armed Forces (FAC),Base,Cameroon,Boko Haram,0,0,Explosives,13,Suicide (carried bodily by human being),2,START Primary Collection
2.01706E+11,2017,6,11,South Sudan,Sub-Saharan Africa,Northern Upper Nile,Kuek,9.867068,32.739765,,0,0,0,9,Unknown,Military,"Military Personnel (soldiers, troops, officers, forces)",Sudan People's Liberation Army (SPLA),Soldiers,South Sudan,Sudan People's Liberation Movement in Opposition (SPLM-IO),0,1,Unknown,,,0,START Primary Collection
2.01706E+11,2017,6,11,Sweden,Western Europe,Skane,Malmo,55.575121,13.057886,,0,1,0,8,Unarmed Assault,Private Citizens & Property,Protester,Not Applicable,Protestors,Iraq,Neo-Nazi extremists,0,1,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,0,START Primary Collection
2.01706E+11,2017,6,11,Iraq,Middle East & North Africa,Diyala,Madain,33.100529,44.584492,,0,1,0,3,Bombing/Explosion,Business,Entertainment/Cultural/Stadium/Casino,Unknown,Electronic Games Hall,Iraq,Unknown,0,0,Explosives,16,Unknown Explosive Type,0,START Primary Collection
2.01706E+11,2017,6,11,Colombia,South America,Bolivar,Simiota,8.279405,-73.864075,The incident occurred in the Morales district.,0,1,0,6,Hostage Taking (Kidnapping),Private Citizens & Property,Laborer (General)/Occupation Identified,Not Applicable,Fishermen,Colombia,National Liberation Army of Colombia (ELN),0,0,Unknown,,,0,START Primary Collection
2.01706E+11,2017,6,12,Iraq,Middle East & North Africa,Kirkuk,Hawijah,35.326122,43.780811,The incident occurred 45 km west of Kirkuk,0,0,0,9,Unknown,Private Citizens & Property,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Iraq,Islamic State of Iraq and the Levant (ISIL),0,0,Unknown,,,0,START Primary Collection
2.01706E+11,2017,6,12,Iraq,Middle East & North Africa,Saladin,Mutaybijah,34.093739,44.21817,"The incident occurred in Balad district, 80 km north of Baghdad.",0,1,0,3,Bombing/Explosion,Unknown,,Unknown,Unknown,Iraq,Islamic State of Iraq and the Levant (ISIL),0,0,Explosives,17,Other Explosive Type,2,START Primary Collection
2.01706E+11,2017,6,12,Iraq,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,"The incident occurred in the Zanjili neighborhhood, western Mosul.",0,0,0,3,Bombing/Explosion,Unknown,,Unknown,Unknown,Iraq,Unknown,0,0,Explosives,15,Vehicle,0,START Primary Collection
2.01706E+11,2017,6,12,Afghanistan,South Asia,Nangarhar,Ghani Khel district,34.193534,70.798226,The incident occurred in the Shirgar area of the district.,0,1,0,3,Bombing/Explosion,Military,NATO,North Atlantic Treaty Organization (NATO): Operation Resolute Support,Joint American Convoy,International,Taliban,0,1,Explosives,8,Landmine,3,START Primary Collection
2.01706E+11,2017,6,12,Afghanistan,South Asia,Wardak,Nirkh district,34.360379,68.718186,,0,1,0,1,Assassination,Government (General),Judge/Attorney/Court,Government of Narkh,District Chief Prosecutor: Mirwais,Afghanistan,Taliban,0,1,Firearms,5,Unknown Gun Type,1,START Primary Collection
